CodigoInterno,NombreInvima,DescripcionComercial,PrincipioActivo,CodigoInvima,Cum
5,CREON® CÁPSULAS 25000,PRESENTACION COMERCIAL: CAJA POR 50 CÁPSULAS DURAS CON MICROGRÁNULOS DE LIBERACIÓN RETARDADA EN BLISTER DE ALUMINIO / ALUMINIO.,PANCREATINA CORRESPONDIENTE A: 18.000 U DE AMILASA. 25.000 U DE LIPASA. 1000 U DE PROTEASAS TOTALES,INVIMA 2023M-0011611-R2,20019972-5
6,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE MANZANA POR 500 ML,CITRATO DE SODIO DIHIDRATADO,INVIMA 2021M-0011256-R2,20020097-1
7,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE MANZANA POR 500 ML,CLORURO DE SODIO,INVIMA 2021M-0011256-R2,20020097-1
8,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE MANZANA POR 500 ML,GLUCONATO DE ZINC,INVIMA 2021M-0011256-R2,20020097-1
9,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE MANZANA POR 500 ML,GLUCOSA MONOHIDRATADA (1.188 G) EQUIVALENTE A GLUCOSA ANHIDRA,INVIMA 2021M-0011256-R2,20020097-1
10,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE MANZANA POR 500 ML,CLORURO DE POTASIO,INVIMA 2021M-0011256-R2,20020097-1
11,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE UVA POR 500 ML,CITRATO DE SODIO DIHIDRATADO,INVIMA 2021M-0011256-R2,20020097-2
12,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE UVA POR 500 ML,CLORURO DE SODIO,INVIMA 2021M-0011256-R2,20020097-2
13,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE UVA POR 500 ML,GLUCONATO DE ZINC,INVIMA 2021M-0011256-R2,20020097-2
14,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE UVA POR 500 ML,CLORURO DE POTASIO,INVIMA 2021M-0011256-R2,20020097-2
15,PEDIALYTE ® MAX 60 MEQ CON ZINC,FRASCO (PEAD) + FOIL ALUMINIO+ TAPA (PEAD) SABOR DE UVA POR 500 ML,GLUCOSA MONOHIDRATADA (1.188 G) EQUIVALENTE A GLUCOSA ANHIDRA,INVIMA 2021M-0011256-R2,20020097-2
16,SEVORANE®,FRASCO POR 250 ML EN POLIETILEN NAFTALATO ÁMBAR EN TAPA QUICK FILL CON LINNER DE POLIETILENO.,SEVOFLURANO 100 %,INVIMA 2020M-014996-R3,58816-2
17,SURVANTA ® 4 ML,FRASCO VIAL X 4 ML. + CATETER MULTIACCESO ENDOTRAQUEAL,FOSFOLIPIDOS TOTALES (LIPIDOS DE PULMON BOVINO),INVIMA 2018MB-0000548-R2,19915281-2
18,SURVANTA® 8 ML,CAJA PLEGADIZA CON FRASCO VIAL DE VIDRIO TIPO I X 8 ML CON TAPÓN DE 20 MM DE BROMOBUTIL GRIS RECUBIERTO DE TEFLON Y AGRAFE EN ALUMINIO DE 20 MM.,FOSFATIDILCOLINA DISATURADA (88 A124 MG )-ACIDOSGRASOS LIBRES (11.2A 28.0 MG)-TRIGLICÉRIDOS (4.0A14.0 MG) :FOSFOLÍPIDOSTOTALES (25MG/ML),INVIMA 2020MB-014168-R3,44762-2
19,SYNTHROID® 137 MCG,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 90 TABLETAS,LEVOTIROXINA SODICA,INVIMA 2023M-0012120-R2,20027722-13
20,KLARICID® SUSPENSION 125 MG/ 5 ML,1C1033041000103 CAJA CON FRASCO PEAD POR 34.5G DE GRANULADO PARA LLEVAR A 50ML + VASO DOSIFICADOR EN POLIPROPILENO + JERINGA DE POLIPROPILENO.,CLARITROMICINA,INVIMA 2020M-0019918,20179259-2
21,SYNAGIS®100 MG SOLUCION PARA INYECCIÓN,CAJA PLEGADIZA CON UN VIAL DE VIDRI TIPO I INCOLORO QUE CONTIENE 1ML DE SOLUCIÓN INYECTABLE. CON TAPÓN DE CLOROBUTILO Y PRECINTO DE ALUMINIO CON TAPA FLIP-OFF,PALIVIZUMAB,INVIMA 2023MBT-0016997-R1,20094809-1
22,SYNAGIS 50MG SOLUCIÓN PARA INYECCIÓN,CAJA PLEGADIZA CON UN VIAL DE VIDRIO TIPO I QUE CONTIENE 1ML DE SOLUCIÓN DE PALIVIZUMAB PARA INYECCIÓN. CON TAPON DE CLOROBUTILO Y PRECINTO DE ALUMINIO CON TAPA FLIP- OFF.,PALIVIZUMAB,INVIMA 2023MBT-0016996-R1,20085777-1
23,CYCLOGYL 1%® SOLUCION OFTALMICA ESTERIL,PRESENTACIÓN COMERCIAL: CAJA CON FRASCO GOTERO EN PEBD POR 15 ML TAPA EN POLIPROPILENO COLOR BLANCO Y BANDA DE SEGURIDAD EN POLIPROPILENO.,CLORHIDRATO DE CICLOPENTOLATO,INVIMA 2016M-0004735-R1,19954096-3
24,ISOPTO CARPINA® 2%,CAJA CON UN FRASCO GOTERO DE PEBD. CON TAPA DE POLIPROPILENO CONTENIENDO 15 ML DE SOLUCIÓN OFTÁLMICA,PILOCARPINA CLORHIDRATO,INVIMA 2023M-003820-R4,39261-1
25,ALCAINE 0.5% SOLUCION OFTALMICA,FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD BLANCO POR 15 ML.,CLORHIDRATO DE PROPARACAINA,INVIMA 2016M-07585-R3,111057-1
26,MYDRIACYL 1% SOLUCION OFTALMICA,CAJA DE CARTÓN PVP MÁS FRASCO GOTERO DE PEBD Y TAPA DE POLIPROPILENO POR 15 ML,TROPICAMIDA USP (1%),INVIMA 2008 M-001465-R3,33031-1
27,VIGADEXA® SOLUCIÓN OFTÁLMICA ESTÉRIL,CAJA DESIN DATOCARTÓN CON FRASCOSIN DATOGOTERO POR 5SIN DATOML . FRASCO YSIN DATOGOTERO EN POLIETILENO DESIN DATOBAJASIN DATODENSIDAD. TAPA EN POLIPROPILENO,CLORHIDRATO DE MOXIFLOXACINO 5.45 MG EQUIVALENTE A MOXIFLOXACINOBASE,INVIMA 2020M-0009190-R1,19997612-1
28,VIGADEXA® SOLUCIÓN OFTÁLMICA ESTÉRIL,CAJA DESIN DATOCARTÓN CON FRASCOSIN DATOGOTERO POR 5SIN DATOML . FRASCO YSIN DATOGOTERO EN POLIETILENO DESIN DATOBAJASIN DATODENSIDAD. TAPA EN POLIPROPILENO,FOSFATODISÓDICO DE DEXAMETASONA1.1 MGEQUIVALENTE A FOSFATO DEDEXAMETASONA,INVIMA 2020M-0009190-R1,19997612-1
2784,PULLMOGUAT® 2 MG TABLETA RECUBIERTA,1R1036231000101. CAJA POR 84 TABLETAS RECUBIERTAS EN 6 Ó 12 BLÍSTER EN ALUMINIO / ALUMINIO (OPA-ALUMINIO-PVC / ALUMINIO) POR 14 Ó 7 TABLETAS RECUBIERTAS C/U.,RIOCIGUAT,INVIMA 2021M-0020254,20190774-2
2785,PULLMOGUAT® 2.5 MG TABLETA RECUBIERTA,1R1036241000101. CAJA POR 84 TABLETAS RECUBIERTAS EN 6 Ó 12 BLÍSTER EN ALUMINIO / ALUMINIO (OPA-ALUMINIO-PVC / ALUMINIO) POR 14 Ó 7 TABLETAS RECUBIERTAS C/U.,RIOCIGUAT,INVIMA 2021M-0020255,20190805-2
2786,TROMBOLADE® 25 MG TABLETA RECUBIERTA,1E1036281000101. CAJA POR 28 TABLETAS RECUBIERTAS EN 2 Ó 4 BLÍSTER EN ALUMINIO / ALUMINIO (OPA-ALUMINIO-PVC / ALUMINIO) POR 14 Ó 7 TABLETAS RECUBIERTAS C/U.,ELTROMBOPAG OLAMINA 31.88 MG EQUIVALENTE A ELTROMBOPAG,INVIMA 2021M-0020281,20196656-2
2787,TROMBOLADE® 50 MG TABLETA RECUBIERTA,1E1036291000101. CAJA POR 28 TABLETAS RECUBIERTAS EN 2 Ó 4 BLÍSTER EN ALUMINIO / ALUMINIO (OPA-ALUMINIO-PVC / ALUMINIO) POR 14 Ó 7 TABLETAS RECUBIERTAS C/U.,ELTROMBOPAG OLAMINA 63.75 MG EQUIVALENTE A ELTROMBOPAG,INVIMA 2021M-0020287,20196775-2
2788,PUROXAN® JARABE 2 G/100 ML,CAJA PLEGADIZA CON FRASCO PET TAPA PLASTICA POR 120 ML CON CUCHARA Y COPA DOSIFICADORA.,DOXOFILINA,INVIMA 2020M-13684-R2,19903259-4
2789,PUROXAN® TABLETAS 400 MG,BLISTER DE PVC/ALUMINIO EN CAJA POR 60 TABLETAS.,DOXOFILINA,INVIMA 2020M-13683-R2,19903260-6
2790,SKUDEXA®TABLETAS RECUBIERTAS,2D1038131000104 DEXKETOPROFENO 25 MG/TRAMADOL 75 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SKUDEXA) TABLETA 1 U / CAJA X 20 TABLETAS RECUBIERTAS EN BLÍSTER PVDC/PVC//ALU,DEXKETOPROFENO TROMETAMOL 36.90 MG (EQUIVALENTE A DEXKETOPROFENO),INVIMA 2021M-0020414,20169666-14
2791,SKUDEXA®TABLETAS RECUBIERTAS,2D1038131000104 DEXKETOPROFENO 25 MG/TRAMADOL 75 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SKUDEXA) TABLETA 1 U / CAJA X 20 TABLETAS RECUBIERTAS EN BLÍSTER PVDC/PVC//ALU,TRAMADOL CLORHIDRATO,INVIMA 2021M-0020414,20169666-14
2792,SKUDEXA®TABLETAS RECUBIERTAS,2D1038131000102 DEXKETOPROFENO 25 MG/TRAMADOL 75 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SKUDEXA) TABLETA 1 U / CAJA X 10 TABLETAS RECUBIERTAS EN BLÍSTER PVDC/PVC//ALU,TRAMADOL CLORHIDRATO,INVIMA 2021M-0020414,20169666-8
2793,SKUDEXA®TABLETAS RECUBIERTAS,2D1038131000102 DEXKETOPROFENO 25 MG/TRAMADOL 75 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SKUDEXA) TABLETA 1 U / CAJA X 10 TABLETAS RECUBIERTAS EN BLÍSTER PVDC/PVC//ALU,DEXKETOPROFENO TROMETAMOL 36.90 MG (EQUIVALENTE A DEXKETOPROFENO),INVIMA 2021M-0020414,20169666-8
2794,SILDENAFILO TABLETAS RECUBIERTAS X 100 MG.,CAJA PLEGADIZASIN DATOPOR 1 TABLETA EN BLISTER DE PVC TRANSPARENTE/ALUMINIO.,SILDENAFILO CITRATO 140.476 MGEQUIVALENTE A SILDENAFILO BASE,INVIMA 2022M-0000308-R3,19917631-1
2795,GLENCET ® 5 MG TABLETAS RECUBIERTAS,COMERCIAL: CAJA POR 30 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO. 3 BLISTER POR 10 TABLETAS CADA UNO (IUM 1L1004881005100).,LEVOCETIRICINA DICLORHIDRATO,INVIMA 2018M-0018466,20142846-1
2796,BRONCOTIMOD ® SOLUCION,FRASCO PET AMBAR X 120 ML EN CAJA DE CARTON CON JERINGA DOSIFICADORA,PIDOTIMOD,INVIMA 2022M-0016467-R1,20093444-1
2797,HIRUDOID GEL 0.3 G,CAJA CON UN TUBO COLAPSIBLE DE ALUMINIO BLANCO POR 40G.,CADA 100 G DE GEL CONTIENEN: POLIESTER MUCOPOLISACARIDO DEL ACIDO SULFURICO (ORGANO HEPARINOIDE LUITPOLD) EQUIVALENTE A 25000 UI (DETERMINADAS MEDIANTE EL TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADA (TTPA)),INVIMA 2019M-004126-R2,76548-1
2798,CIMBRAR(R) SR CAPSULA DE LIBERACIÓN PROGRAMADA,CAJA POR 5 CÁPSULAS DE LIBERACIÓN PROGRAMADA EN BLISTER ALUMINIO/PVC TRANSPARENTE,TIZANIDINA CLORHIDRATO EQUIVALENTE A TIZANIDINA,INVIMA 2008M-0008584,19996040-6
2799,ETIDOXINA ® CAPSULAS,CAJA PLEGADIZA CON EMPAQUE BLISTER PVDC/ALUMINIO POR 10 CÁPSULAS.,DOXICICLINABASE,INVIMA 2023M-0013203-R2,20044823-1
2800,HISTOTAL,1C1000261001104: COLECALCIFEROL 25000.0000 UI OTRAS SOLUCIONES ORAL (HISTOTAL) AMPOLLA 1.0000ML / CAJA X 4,COLECALCIFEROL (EQUIVALENTES A 0.625 MG),INVIMA 2022M-0017880-R1,20096938-3
2801,MINOCICLINA CAPSULAS X 100 MG,CAJA X 10 CAPSULAS EN BLISTER PVC-PVDC 250/130 BLANCO Y ALUMINIO,MINOCICLINA CLORHIDRATO 81% 123.457 MG ( EQUIVALENTE A MINOCICLINA BASE),INVIMA 2021M-0007991-R1,19985510-2
2802,MINOT®CAPSULAS,CAJA DE CARTULINA POR 10 CÁPSULAS EN BLISTER PVDC/PVC TRANSPARENTE/FOIL DE ALUMINIO,MINOCICLINA CLORHIDRATOEQUIVALENTE A MINOCICLINA BASE,INVIMA 2023M-0010018-R1,20004025-3
2803,LACOSAMIDA 150MG TABLETA RECUBIERTA.,PLEGADIZA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC TRANSPARENTE CON PVDC / ALUMINO. 3 BLISTER POR 10 TABLETAS RECUBIERTAS CADA UNO. (IUM 1L1012311006100),LACOSAMIDA,INVIMA 2021M-0020177,20168748-1
2804,LACOSAMIDA 50MG TABLETA RECUBIERTA,PLEGADIZA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC TRANSPARENTE CON PVDC / ALUMINIO. IUM 1L1012291010100.,LACOSAMIDA,INVIMA 2021M-0020111,20168747-1
2805,VIMPAT® 150 MG TABLETAS,CAJA POR 2 BLISTER PVC/PVDC/ALUMINIO POR 14 TABLETAS RECUBIERTAS CADA UNO,LACOSAMIDA,INVIMA 2021M-0011057-R2,20010104-2
2806,PALIT SPAL® 100,IUM: 1P1031401001100 CAJA CON UN VIAL DE VIDRIO TRANSPARENTE TIPO I.CON TAPÓN DE CAUCHO DE BROMOBUTILO Y PRECINTO DE ALUMINIO TIPO FLIP OFF CON TAPA PLASTICA AZUL,PACLITAXEL (EN NANOPARTÍCULAS LIGADO A ALBÚMINA),INVIMA 2023M-0020944,20192030-1
2807,VIMPAT® TABLETAS 200 MG,CAJA POR 28 TABLETAS RECUBIERTASSIN DATOCON PELICULA EN BLISTER PVC /PVDC/ ALU,LACOSAMIDA,INVIMA 2020M-0011058-R2,20010105-2
2808,COSAMIDE® 100 MG TABLETA RECUBIERTA,IUM 1L1012301008105: LACOSAMIDA 100.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (COSAMIDE) TABLETA 1.0000U / CAJA X 30. CAJA POR 3 BLÍSTER ALUMINIO/PVC-PVDC POR 10 TABLETAS RECUBIERTAS C/U.,LACOSAMIDA,INVIMA 2022M-0017476-R1,20108801-6
2809,COSAMIDE®150 MG TABLETA RECUBIERTA,IUM 1L1012311008104: LACOSAMIDA 150.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (COSAMIDE) TABLETA 1.0000U / CAJA X 30. CAJA POR 3 BLÍSTER ALUMINIO/PVC-PVDC POR 10 TABLETAS RECUBIERTAS C/U.,LACOSAMIDA,INVIMA 2022M-0017478-R1,20109074-6
2810,COSAMIDE ® 50 MG TABLETA CUBIERTA,1L1012291013105 CAJA POR 3 BLISTER ALUMINIO/PVC-PVDC POR 10 TABLETAS CUBIERTAS.,LACOSAMIDA,INVIMA 2023M-0017475-R1,20108800-6
29,ALBASOL ® LIQUIFILM ® SOLUCION OFTALMICA,FRASCO GOTERO PLASTICO X 15 ML. EN CAJA DE CARTULINA,NAFAZOLINA CLORHIDRATO,INVIMA 2023M-014844-R3,19912760-1
30,OPTIVE FUSION®,FRASCO DE PEBD COLOR VERDE AZULADO CON TAPA COLOR VERDE AZULADO POR:15 ML.,HIALURONATO DE SODIO,INVIMA 2020M-0016206-R1,20086613-4
31,OPTIVE FUSION®,FRASCO DE PEBD COLOR VERDE AZULADO CON TAPA COLOR VERDE AZULADO POR:15 ML.,CARBOXIMETILCELULOSA SODICA,INVIMA 2020M-0016206-R1,20086613-4
32,OPTIVE FUSION®,FRASCO DE PEBD COLOR VERDE AZULADO CON TAPA COLOR VERDE AZULADO POR:15 ML.,GLICERINA,INVIMA 2020M-0016206-R1,20086613-4
33,SORIDERM CHAMPU,FRASCO PLASTICO PVC X 250 ML .,ALANTOINA,INVIMA 2019M-0010128-R1,20011198-1
34,SORIDERM CHAMPU,FRASCO PLASTICO PVC X 250 ML .,SOLUCION ALQUITRAN DE HULLA (*CONTIENE EXCESO DEL 2.9%),INVIMA 2019M-0010128-R1,20011198-1
35,FASLODEX® 250 MG / 5 ML,CAJA POR DOS JERINGAS PRELLENADAS DE 5 ML,FULVESTRANT,INVIMA 2016M-0004795-R1,19955642-3
36,AGUA ESTÉRIL,BOLSA DE POLIETILENO ATOXICO DE BAJA DENSIDAD POR 500 ML. CABEZA EURO.,AGUA GRADO INYECTABLE U.S.P. C.S.P.,INVIMA 2019M-007522-R3,22501-10
37,CLORURO DE SODIO AL 0.9%,BOLSA DE PLÁSTICO PVC (GRADO MÉDICO) CON SOBRE BOLSA DE POLIETILENO DE ALTA DENSIDAD PEAD EN LOS VOLÚMENES DE 250 ML,CLORURO DE SODIO,INVIMA 2020M-001117-R4,29523-4
38,CLORURO DE SODIO 0.9%,BOLSA PVC ATOXICO PORSIN DATO250ML MAS BOLSA EXTERNA EN POLIETILENO CON PUERTO DE INYECCION DE POLICARBONATO Y TAPON DE SILIPRENE CONECTOR DE PVC GRADO MEDICO Y TAPA,CLORURO DE SODIO,INVIMA 2020M-0002010-R2,19932754-3
39,SODIO CLORURO AL 0.9%,BOLSA DE POLIETILENO DE BAJA DENSIDAD (PEBD) ATÓXICO CON TAPA CABEZA EURO CON FOIL X250 ML,SODIO CLORURO,INVIMA 2021M-0014332-R1,20055558-7
40,SODIO CLORURO AL 0.9%,BOLSA GRADO MÉDICO X 500 MLSIN DATOEN POLIVINILCLORURO (PVC )CON SOBREBOLSA DE POLIETILENO DE ALTA DENSIDAD(PEAD),SODIO CLORURO,INVIMA 2021M-0014332-R1,20055558-2
41,SODIO CLORURO AL 0.9%,BOLSA DE POLIETILENO DE BAJA DENSIDAD (PEBD) ATÓXICO CON TAPA CABEZA EURO CON FOIL X500 ML,SODIO CLORURO,INVIMA 2021M-0014332-R1,20055558-8
42,CLORURO DE SODIO AL 0.9%,BOLSA DE PLÁSTICO PVC (GRADO MÉDICO) CON SOBRE BOLSA DE POLIETILENO DE ALTA DENSIDAD PEAD EN LOS VOLÚMENES DE 500 ML,CLORURO DE SODIO,INVIMA 2020M-001117-R4,29523-5
43,AGUA OXIGENADA J.G.B.,FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 120 ML COLOR BLANCO. CON TAPA EN POLIPROPILENO COLOR BLANCO,PEROXIDO DE HIDROGENO AL 50%,INVIMA 2009 M-010971-R2,35578-2
44,ACID - MANTLE ® CREMA,CAJA CON TUBO COLAPSIBLE DE ALUMINIO X 60G DE CREMA,ACETATO DE ALUMINIO,INVIMA 2017M-0012370-R1,20027209-3
45,BECLAZONE30 MG CÁPSULAS DE LIBERACIÓN CONTROLADA 12 HORAS,NIFEDIPINO PRESENTACION COMERCIAL - CAJA CON BLISTER PVDC ÁMBAR/ALUMINIO POR 10 CÁPSULAS. EN BLISTER POR 10 CÁPSULAS,NIFEDIPINO,INVIMA 2015M-0015659,20061399-25
46,ADVANTAN® CREMA,CAJA CON UN TUBO DE ALUMINIO Y TAPA BLANCA POR 15 G,METILPREDNISOLONA ACEPONATO,INVIMA 2020M-007197-R2,202762-1
47,ASPIRINA® 100 MG TABLETAS,CAJA POR 28 TABLETAS EN BLISTER ACLAR PA 160-03 / AL (1 BLISTER),ACIDO ACETILSALICILICO,INVIMA 2013M-0014234,20051807-1
48,BAYCUTEN® N CREMA,TUBO COLAPSIBLE POR 20 G.,NEOMICINA SULFATO EQUIVALENTE A NEOMICINA BASE,INVIMA 2023M-008385-R4,25941-5
49,BAYCUTEN® N CREMA,TUBO COLAPSIBLE POR 20 G.,DEXAMETASONA ACETATO EQUIVALENTE A DEXAMETASONA BASE,INVIMA 2023M-008385-R4,25941-5
50,BAYCUTEN® N CREMA,TUBO COLAPSIBLE POR 20 G.,CLOTRIMAZOL,INVIMA 2023M-008385-R4,25941-5
51,DOMEBORO® POLVO,CAJA X 25 SOBRES DE PAPEL POUCH/POLIETILENO X 2.2 G CADA SOBRE,SULFATO DE ALUMINIO,INVIMA 2008M-000369-R3,28421-3
52,DOMEBORO® POLVO,CAJA X 25 SOBRES DE PAPEL POUCH/POLIETILENO X 2.2 G CADA SOBRE,ACETATO DE CALCIO,INVIMA 2008M-000369-R3,28421-3
53,JADELLE ®,CAJA CON DOS IMPLANTES SUBDERMICOS. CADA IMPLANTE CONTIENE 75MG DE LEVONOGESTREL.,LEVONORGESTREL,INVIMA 2023M-0002181-R2,19934015-1
54,HANSAPLAST ® PARCHETERMICOLEON CON CAPSAICINA,SOBRE CON UN (1) PARCHE DE 12 POR 18 CM EMPACADO EN DISPLAY X 36 UNIDADES. SOBRE : PAPEL DE ENVOLTURA LAMINADO DE POLIETILENO PAPE 62 G/M2,EXTRACTO CAPSICO EQUIVALENTE A CAPSAICINA,INVIMA 2014M-0002817-R1,19940177-1
55,KRYTANTEK OFTENO® LIBRE DE CONSERVADORES,CAJA DE CARTÓN CONSIN DATOUN FRASCO GOTEROSIN DATOEN POLIETILENOSIN DATODE BAJA DENSIDAD X 5SIN DATOML .SIN DATOTAPA ENSIN DATOPOLIETILENO DE ALTASIN DATODENSIDAD MÁS INSERTO,DORZOLAMINA CLORHIDRATO 22.25 MG EQUIVALENTE A DORZOLAMINA,INVIMA 2022M-0017885-R1,20110165-1
56,KRYTANTEK OFTENO® LIBRE DE CONSERVADORES,CAJA DE CARTÓN CONSIN DATOUN FRASCO GOTEROSIN DATOEN POLIETILENOSIN DATODE BAJA DENSIDAD X 5SIN DATOML .SIN DATOTAPA ENSIN DATOPOLIETILENO DE ALTASIN DATODENSIDAD MÁS INSERTO,BRIMONIDINA TARTRATO,INVIMA 2022M-0017885-R1,20110165-1
57,KRYTANTEK OFTENO® LIBRE DE CONSERVADORES,CAJA DE CARTÓN CONSIN DATOUN FRASCO GOTEROSIN DATOEN POLIETILENOSIN DATODE BAJA DENSIDAD X 5SIN DATOML .SIN DATOTAPA ENSIN DATOPOLIETILENO DE ALTASIN DATODENSIDAD MÁS INSERTO,TIMOLOL MALEATO 6.8 MG EQUIVALENTE A TIMOLOL,INVIMA 2022M-0017885-R1,20110165-1
58,BIOCICAR® CREMA,CAJA CARTÓN 1 TUBO X 60 G. PLÁSTICO.,CALAMINA (OXIDO DE ZINC4.980 G Y OXIDO DE HIERRO 0.020G),INVIMA 2018M-12752-R2,207520-4
59,BIOCICAR® CREMA,CAJA CARTÓN 1 TUBO X 60 G. PLÁSTICO.,ALCOHOL BENCÍLICO,INVIMA 2018M-12752-R2,207520-4
60,BIOCICAR® CREMA,CAJA CARTÓN 1 TUBO X 60 G. PLÁSTICO.,ÓXIDO DE ZINC,INVIMA 2018M-12752-R2,207520-4
61,BIODERM® CREMA,CAJA CON TUBO COLAPSIBLE DE ALUMINIO CON RECUBRIMIENTO INTERIOR DE RESINA EPOXIFENOLICA POR 20G,DEXAMETASONA,INVIMA 2023M-005385-R3,7028-2
62,BIODERM® CREMA,CAJA CON TUBO COLAPSIBLE DE ALUMINIO CON RECUBRIMIENTO INTERIOR DE RESINA EPOXIFENOLICA POR 20G,GENTAMICINA SULFATO EQUIVALENTE A GENTAMICINA BASE,INVIMA 2023M-005385-R3,7028-2
1801,PREDNISOLONA ACETATO SUSPENSIÓN 10MG/1ML,CAJA CON FRASCO GOTERO EN PEBD POR 5 ML CON TAPA EN POLIPROPILENO BLANCO.,PREDNISOLONA ACETATO (ESTERIL MICRONIZADA),INVIMA 2022M-0008221-R1,19981546-1
1802,PREDNISOLONA 5 MG,CAJA PLEGADIZA CON 25 BLISTER EN PVC/ ALUMINIO POR 10 TABELTAS C/U.,PREDNISOLONA,INVIMA 2016M-0017390,20107499-2
1803,QUETIAPINA25 MGTABLETAS RECUBIERTAS,CAJA POR 300 TABLETAS RECUBIERTAS EN BLISTER PVC BLANCO/ALUMINIO POR 15 TABLETAS RECUBIERTAS.,QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA,INVIMA 2021M-0008757-R1,19995113-14
1804,PREDNISOLONA 5 MG,CAJA PLEGADIZA POR 300 TABLETAS EN BLISTER PVC / ALUMINIO POR 10 TABLETAS CADA UNO,PREDNISOLONA,INVIMA 2020M-006044-R3,20600-6
1805,PREDNISOLONA 1 MG/ ML,CAJA PLEGADIZA CON FRASCO DE VIDRIO X 120 ML MÁS JERINGA DOSIFICADORA. TAPÓN DE SEGURIDAD E INSTRUCTIVO DE USO.,PREDNISOLONA SODIO FOSFATO EQUIVALENTE A PREDNISOLONA BASE,INVIMA 2020M-0015852-R1,20084373-7
1806,OZEMPIC® (1.34 MG/ML),1S1031681000102 CAJA X 1 (PLUMA PRE-LLENADA. MULTIDOSIS QUE INCLUYE EL CARTUCHO Y 6 AGUJAS HIPODÉRMICAS ESTÉRILES.). CARTUCHO 1.5000ML VIDRIO TIPO I TAPON DE BROMOBUTILO Y AGRAFE DE ALUMINIO. QUE ADMINISTRA 0.25-0.5MG POR DOSIS.,SEMAGLUTIDA,INVIMA 2019M-0019473,20125116-3
1807,OZEMPIC® (1.34 MG/ML),1S1031681000100 CAJA X 1 (PLUMA PRE-LLENADA. MULTIDOSIS. QUE INCLUYE EL CARTUCHO Y 4 AGUJAS HIPODÉRMICAS ESTÉRILES.). CARTUCHO 3.0000ML VIDRIO TIPO I. TAPON DE BROMOBUTILO Y AGRAFE DE ALUMINIO. QUE ADMINISTRA 1MGSIN DATOPOR DOSIS.,SEMAGLUTIDA,INVIMA 2019M-0019473,20125116-1
1808,RYBELSUS® 3 MG TABLETAS,CAJA POR 30 TABLETAS EN BLÍSTER ALU/ALU,SEMAGLUTIDA,INVIMA 2021MBT-0000042,20171148-1
1809,RYBELSUS® 7 MG TABLETAS,CAJA POR 30 TABLETAS EN BLÍSTER ALU/ALU,SEMAGLUTIDA,INVIMA 2021MBT-0000043,20204361-1
1810,RYBELSUS® 14 MG TABLETAS,CAJA POR 30 TABLETAS EN BLÍSTER ALU/ALU,SEMAGLUTIDA,INVIMA 2021MBT-0000044,20204362-1
1811,OTOGLICAR®,FRASCO GOTERO DE PEBD. SUBTAPA DE PEBD. TAPA DE PP X 30 ML.,CLORURODE SODIO,INVIMA 2016M-0005693-R1,19955014-4
1812,OTOGLICAR®,FRASCO GOTERO DE PEBD. SUBTAPA DE PEBD. TAPA DE PP X 30 ML.,GLICERINA,INVIMA 2016M-0005693-R1,19955014-4
1813,OTOGLICAR®,FRASCO GOTERO DE PEBD. SUBTAPA DE PEBD. TAPA DE PP X 30 ML.,CARBONATO DE SODIO,INVIMA 2016M-0005693-R1,19955014-4
